snapshot_date,carrier,flight,flight_date,cabin,subclass,pos_code,origin,destination,pax_Y
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KG,ALA - Almaty,CDG - Charles De Gaulle,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,ABZ - Aberdeen,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,AMS - Amsterdam,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,BCN - Barcelona,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,CDG - Charles De Gaulle,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,LIN - Linate,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,MAN - Manchester,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,MRS - Marseille,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,MUC - Munich,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,NCE - Cote D Azur,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,NWI - Norwich,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,PRG - Prague,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,YVR - Vancouver,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,YYZ - Lester B.Pearson,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,KZ,ALA - Almaty,ZRH - Zurich,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Q,NL,ALA - Almaty,AMS - Amsterdam,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,DE,ALA - Almaty,CGN - Cologne/Bonn,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,DE,ALA - Almaty,HAJ - Hannover,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,GB,ALA - Almaty,CWL - Cardiff,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,GB,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,GB,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,KZ,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,KZ,ALA - Almaty,BRU - Brussels,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,KZ,ALA - Almaty,CDG - Charles De Gaulle,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,KZ,ALA - Almaty,EDI - Edinburgh,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,KZ,ALA - Almaty,GVA - Geneva,6
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,KZ,ALA - Almaty,LIN - Linate,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,R,KZ,ALA - Almaty,MAD - Madrid,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,FR,ALA - Almaty,CDG - Charles De Gaulle,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,GB,ALA - Almaty,LHR - Heathrow,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,AMS - Amsterdam,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,BCN - Barcelona,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,BRU - Brussels,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,CDG - Charles De Gaulle,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,CWL - Cardiff,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,DUS - Duesseldorf,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,EDI - Edinburgh,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,FCO - Fiumicino,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,GVA - Geneva,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,HEL - Helsinki,5
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,HUY - Humberside,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,JFK - John F. Kennedy,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,LIN - Linate,6
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,LPL - John Lennon,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,VCE - Venice,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,KZ,ALA - Almaty,YVR - Vancouver,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,T,NL,ALA - Almaty,AMS - Amsterdam,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,U,KZ,ALA - Almaty,BGO - Bergen,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,U,KZ,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,U,KZ,ALA - Almaty,SEA - Seattle,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,U,KZ,ALA - Almaty,YVR - Vancouver,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,X,KZ,ALA - Almaty,AMS - Amsterdam,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,X,KZ,ALA - Almaty,DUS - Duesseldorf,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,X,KZ,ALA - Almaty,LHR - Heathrow,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Y,CH,ALA - Almaty,GVA - Geneva,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,4,Y,KZ,ALA - Almaty,ZRH - Zurich,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,2,Z,KZ,ALA - Almaty,GVA - Geneva,9
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,2,Z,KZ,ALA - Almaty,TRF - Sandefjord Torp,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-03,2,Z,KZ,ALA - Almaty,ZRH - Zurich,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,B,KZ,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,B,KZ,ALA - Almaty,EDI - Edinburgh,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,B,KZ,ALA - Almaty,YVR - Vancouver,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,B,NL,ALA - Almaty,AMS - Amsterdam,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,C,KZ,ALA - Almaty,MXP - Malpensa,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,H,DE,ALA - Almaty,STR - Stuttgart,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,H,GB,ALA - Almaty,LHR - Heathrow,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,H,KZ,ALA - Almaty,AMS - Amsterdam,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,H,KZ,ALA - Almaty,BHX - Birmingham,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,H,KZ,ALA - Almaty,BRS - Bristol,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,H,KZ,ALA - Almaty,LHR - Heathrow,5
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,H,KZ,ALA - Almaty,SRQ - Saratosa,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,I,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,GB,ALA - Almaty,EDI - Edinburgh,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,GB,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,GB,ALA - Almaty,NCL - Newcastle,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,KZ,ALA - Almaty,GLA - Glasgow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,KZ,ALA - Almaty,HAJ - Hannover,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,KZ,ALA - Almaty,LIN - Linate,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,KZ,ALA - Almaty,MUC - Munich,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,K,KZ,ALA - Almaty,NCL - Newcastle,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,CH,ALA - Almaty,GVA - Geneva,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,KZ,ALA - Almaty,AMS - Amsterdam,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,KZ,ALA - Almaty,BCN - Barcelona,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,KZ,ALA - Almaty,BUD - Budapest,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,KZ,ALA - Almaty,LIN - Linate,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,KZ,ALA - Almaty,VCE - Venice,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,KZ,ALA - Almaty,YVR - Vancouver,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,L,KZ,ALA - Almaty,YYZ - Lester B.Pearson,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,M,KZ,ALA - Almaty,BCN - Barcelona,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,M,KZ,ALA - Almaty,VCE - Venice,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,M,KZ,ALA - Almaty,YVR - Vancouver,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,CA,ALA - Almaty,YUL - Pierre E. Trudeau,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,GB,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,GB,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,KZ,ALA - Almaty,BCN - Barcelona,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,KZ,ALA - Almaty,IAD - Dulles,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,KZ,ALA - Almaty,LIN - Linate,6
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,KZ,ALA - Almaty,MUC - Munich,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,N,KZ,ALA - Almaty,YVR - Vancouver,5
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,CH,ALA - Almaty,ZRH - Zurich,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,GB,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,GB,ALA - Almaty,EDI - Edinburgh,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,GB,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,ARN - Arlanda,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,BRS - Bristol,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,CDG - Charles De Gaulle,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,DUB - Dublin,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,FCO - Fiumicino,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,NCE - Cote D Azur,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Q,KZ,ALA - Almaty,YYZ - Lester B.Pearson,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,CZ,ALA - Almaty,PRG - Prague,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,DE,ALA - Almaty,DUS - Duesseldorf,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,DE,ALA - Almaty,FRA - Frankfurt,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,DE,ALA - Almaty,HAM - Hamburg,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,DE,ALA - Almaty,MUC - Munich,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,DE,ALA - Almaty,NUE - Nuremberg,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,DE,ALA - Almaty,STR - Stuttgart,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,GB,ALA - Almaty,ABZ - Aberdeen,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,GB,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,GB,ALA - Almaty,LHR - Heathrow,5
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,GB,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,KZ,ALA - Almaty,BCN - Barcelona,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,KZ,ALA - Almaty,CDG - Charles De Gaulle,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,KZ,ALA - Almaty,FCO - Fiumicino,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,KZ,ALA - Almaty,GVA - Geneva,12
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,KZ,ALA - Almaty,LIN - Linate,8
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,KZ,ALA - Almaty,MAN - Manchester,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,KZ,ALA - Almaty,NCL - Newcastle,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,NL,ALA - Almaty,BRU - Brussels,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,R,NO,ALA - Almaty,OSL - Oslo,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,BE,ALA - Almaty,BRU - Brussels,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,DE,ALA - Almaty,HAM - Hamburg,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,EC,ALA - Almaty,UIO - Mariscal Sucre,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,GB,ALA - Almaty,ABZ - Aberdeen,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,GB,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,GB,ALA - Almaty,MAN - Manchester,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,IE,ALA - Almaty,DUB - Dublin,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,AKX - Aktobe,HUY - Humberside,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,ABZ - Aberdeen,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,AMS - Amsterdam,10
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,BRS - Bristol,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,BUD - Budapest,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,CDG - Charles De Gaulle,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,DUB - Dublin,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,HAV - Havana,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,HUY - Humberside,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,LIN - Linate,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,KZ,ALA - Almaty,MUC - Munich,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,T,NL,ALA - Almaty,LCY - City,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,U,KZ,ALA - Almaty,MIA - Miami,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,U,KZ,ALA - Almaty,MXP - Malpensa,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,U,KZ,ALA - Almaty,PHX - Phoenix,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,U,KZ,ALA - Almaty,VCE - Venice,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,U,KZ,ALA - Almaty,YVR - Vancouver,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,U,KZ,ALA - Almaty,YYZ - Lester B.Pearson,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,U,US,ALA - Almaty,PHX - Phoenix,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,X,KZ,ALA - Almaty,AMS - Amsterdam,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,X,KZ,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,X,KZ,ALA - Almaty,LIN - Linate,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,4,Y,KZ,ALA - Almaty,LHR - Heathrow,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,Z,GB,ALA - Almaty,ABZ - Aberdeen,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,Z,KZ,ALA - Almaty,BCN - Barcelona,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,Z,KZ,ALA - Almaty,CDG - Charles De Gaulle,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,Z,KZ,ALA - Almaty,GVA - Geneva,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,Z,KZ,ALA - Almaty,JFK - John F. Kennedy,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,Z,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-04,2,Z,KZ,ALA - Almaty,SRQ - Saratosa,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,B,KZ,ALA - Almaty,GVA - Geneva,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,B,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,B,KZ,ALA - Almaty,YYZ - Lester B.Pearson,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,EE,ALA - Almaty,TLL - Tallinn,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,AMS - Amsterdam,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,BCN - Barcelona,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,GVA - Geneva,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,LBA - Leeds/Bradford,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,LHR - Heathrow,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,LIN - Linate,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,VCE - Venice,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,YVR - Vancouver,15
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,H,KZ,ALA - Almaty,YYZ - Lester B.Pearson,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,2,I,KZ,ALA - Almaty,MIA - Miami,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,2,J,AW,ALA - Almaty,AUA - Reina Beatrix,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,CH,ALA - Almaty,GVA - Geneva,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,GB,ALA - Almaty,LHR - Heathrow,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,KZ,ALA - Almaty,AMS - Amsterdam,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,KZ,ALA - Almaty,BCN - Barcelona,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,KZ,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,KZ,ALA - Almaty,CDG - Charles De Gaulle,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,KZ,ALA - Almaty,IAD - Dulles,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,KZ,ALA - Almaty,LIN - Linate,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,KZ,ALA - Almaty,YVR - Vancouver,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,K,US,ALA - Almaty,JFK - John F. Kennedy,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,L,CA,ALA - Almaty,YUL - Pierre E. Trudeau,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,L,GB,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,L,KZ,ALA - Almaty,GVA - Geneva,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,L,KZ,ALA - Almaty,JFK - John F. Kennedy,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,L,KZ,ALA - Almaty,LIN - Linate,5
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,L,KZ,ALA - Almaty,YUL - Pierre E. Trudeau,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,L,KZ,ALA - Almaty,YVR - Vancouver,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,M,KZ,ALA - Almaty,AMS - Amsterdam,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,M,KZ,ALA - Almaty,BCN - Barcelona,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,M,KZ,ALA - Almaty,BHX - Birmingham,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,M,KZ,ALA - Almaty,GVA - Geneva,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,M,KZ,ALA - Almaty,LBA - Leeds/Bradford,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,M,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,N,IT,ALA - Almaty,IAH - George Bush,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,N,KZ,ALA - Almaty,HUY - Humberside,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,N,KZ,ALA - Almaty,IAD - Dulles,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,N,KZ,ALA - Almaty,JFK - John F. Kennedy,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,N,KZ,ALA - Almaty,MUC - Munich,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,N,US,ALA - Almaty,JFK - John F. Kennedy,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,2,O,KZ,ALA - Almaty,MXP - Malpensa,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,GB,ALA - Almaty,MAN - Manchester,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,ATL - Atlanta,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,BHX - Birmingham,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,DUS - Duesseldorf,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,GVA - Geneva,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,LBA - Leeds/Bradford,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,LHR - Heathrow,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,LYS - Lyon,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,MAN - Manchester,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,OSL - Oslo,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,YVR - Vancouver,6
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,Q,KZ,ALA - Almaty,YYZ - Lester B.Pearson,4
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,DE,ALA - Almaty,CGN - Cologne/Bonn,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,DE,ALA - Almaty,DUS - Duesseldorf,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,DE,ALA - Almaty,HAJ - Hannover,2
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,DE,ALA - Almaty,MUC - Munich,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,DE,ALA - Almaty,STR - Stuttgart,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,KZ,ALA - Almaty,BCN - Barcelona,1
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,KZ,ALA - Almaty,CDG - Charles De Gaulle,3
2012-02-01,KL,KL0410_ALAAMS,2012-01-06,4,R,KZ,ALA - Almaty,JFK - John F. Kennedy,4
